	1	2
chr17_32283477_32285331	16	15
chr17_32333762_32335071	16	38
chr17_32539419_32540783	20	18
chr17_32839343_32840450	9	9
chr17_33665258_33666383	19	33
chr17_33685567_33686996	11	13
chr17_33687599_33688733	15	21
chr17_33722491_33723574	13	19
chr17_33786161_33787664	12	15
chr17_34196019_34197999	35	37
chr17_34348374_34349767	46	53
chr17_34494569_34495687	5	5
chr17_34706635_34707549	8	23
chr17_34790245_34791240	13	31
chr17_34807308_34809129	17	26
chr17_34910294_34911435	17	15
chr17_34976982_34978006	13	38
chr17_35148540_35150324	54	93
chr17_35160633_35161969	36	57
chr17_35276788_35278349	48	63
chr17_35665066_35666458	44	51
chr17_35688263_35689635	41	75
chr17_35780380_35781660	10	17
chr17_35818504_35820240	31	41
chr17_36019029_36020603	34	46
chr17_37006317_37007743	18	27
chr17_37003134_37004653	29	31
chr17_44633395_44634472	3	5
chr17_45798041_45799418	31	49
chr17_45862625_45863850	38	52
chr17_45977886_45979168	8	10
chr17_46302111_46303406	37	48
chr17_46394616_46396514	38	48
chr17_46396306_46397702	36	41
chr17_46446599_46447895	16	24
chr17_46441716_46443675	29	35
chr17_46582702_46585236	72	90
chr17_46603617_46605079	27	26
chr17_46615125_46616522	10	9
chr17_46639967_46641181	30	33
chr17_46679817_46681100	30	41
chr17_46765127_46766450	8	6
chr17_47495460_47496630	19	25
chr17_48112723_48114173	51	52
chr17_55621308_55622553	12	8
chr17_56134985_56136352	26	36
chr17_56239248_56240330	6	9
chr17_56263560_56264803	24	31
chr17_56326063_56327371	16	32
chr17_56418818_56419967	37	26
chr17_56527909_56529643	14	15
chr17_56538542_56540268	14	16
chr17_56555933_56557538	16	22
chr17_56557867_56559051	12	20
chr17_56650970_56652304	14	18
chr17_56649146_56650435	18	21
chr17_56879116_56880268	10	11
chr17_56909232_56910455	15	16
chr17_56906741_56908279	23	21
chr17_56909946_56912119	29	26
chr17_56923070_56924593	26	30
chr17_57038782_57040332	18	19
chr17_57161474_57162827	24	32
chr17_57204221_57205497	27	45
chr17_57285032_57286290	35	27
chr17_66198280_66199978	44	51
chr17_66465445_66466883	18	24
chr17_71681275_71682318	13	13
chr17_72100185_72101771	14	19
chr17_80637577_80638660	6	10
chr17_86136429_86137451	8	6
chr17_86281333_86282721	15	14
chr17_86342403_86343593	5	7
chr17_86331617_86332773	9	8
chr17_86567266_86568870	34	39
chr17_87226355_87227662	7	9
chr17_89067513_89068498	8	17
chr18_35995395_35996666	74	112
chr18_37158880_37160298	6	14
chr18_9858249_9859443	11	10
chr18_10324622_10326088	28	21
chr18_10541239_10542602	16	28
chr18_12105355_12106406	19	33
chr18_12102718_12103932	14	17
chr18_12888209_12889174	4	8
chr18_12899358_12900511	19	21
chr18_13068001_13069133	9	12
chr18_20159913_20161137	8	19
chr18_20715874_20716874	19	22
chr18_25748505_25749579	23	38
chr18_32047512_32049302	10	16
chr18_32055874_32057080	9	15
chr18_32106183_32107576	13	16
chr18_34854772_34855943	24	23
chr18_34927511_34928983	15	27
chr18_35657737_35658940	18	22
chr18_36019533_36020806	50	73
chr18_36054055_36055095	25	46
chr18_36259646_36260747	8	12
chr18_36924332_36925596	33	50
chr18_37099866_37101398	19	21
chr18_37121390_37122744	2	8
chr18_37181112_37182530	9	11
chr18_37456105_37457248	9	9
chr18_37596470_37597729	6	13
chr18_37853709_37854868	8	9
chr18_37866473_37867616	13	11
chr18_37874050_37875211	6	6
chr18_37896372_37897519	9	12
chr18_38148981_38150320	18	17
chr18_38149770_38151066	19	22
chr18_38336428_38337574	30	43
chr18_38347554_38348623	36	43
chr18_39152767_39154242	34	27
chr18_52927728_52929070	11	24
chr18_60986161_60987490	23	26
chr18_61289389_61290639	13	5
chr18_61495045_61496257	14	23
chr18_61856412_61857766	25	46
chr18_61978209_61979332	10	8
chr18_62338856_62340226	13	28
chr18_64491641_64493116	35	39
chr18_64500132_64501692	50	60
chr18_67560367_67561855	15	25
chr18_67725679_67726907	21	21
chr18_68413274_68414542	4	13
chr18_74089407_74091283	20	12
chr18_74378995_74380150	15	25
chr18_75539537_75540752	60	72
chr18_75594265_75595562	43	55
chr18_75684644_75685782	7	8
chr18_76916332_76917621	13	12
chr18_77218243_77219360	6	8
chr18_77694726_77695899	7	8
chr18_80645291_80646623	12	9
chr18_83125675_83127353	15	24
chr18_83504227_83505432	17	16
chr18_84008716_84009897	12	15
chr18_84378973_84380071	11	8
chr18_84898938_84900174	14	20
chr19_47971116_47972926	15	22
chr19_4733701_4735318	20	21
chr19_5864439_5865665	10	25
chr19_42843686_42844840	14	20
chr19_47726025_47727424	17	29
chr19_59309000_59310187	11	22
chr19_3264169_3265960	11	17
chr19_3268813_3269988	7	7
chr19_3601721_3602873	10	10
chr19_3596820_3597977	10	13
chr19_3611741_3612822	5	11
chr19_3814445_3815768	25	28
chr19_3832539_3833633	13	13
chr19_3908405_3909782	21	17
chr19_3923269_3924903	44	64
chr19_4006281_4007306	11	6
chr19_4003034_4005036	38	60
chr19_4083584_4084671	37	55
chr19_4104322_4105625	36	57
chr19_4155247_4156914	44	53
chr19_4272143_4273414	11	18
chr19_4286349_4287683	14	18
chr19_4611819_4613128	17	40
chr19_4746253_4747419	13	15
chr19_4802929_4804382	49	78
chr19_4862713_4863984	7	21
chr19_4983990_4985419	26	20
chr19_5081161_5083482	50	42
chr19_5099021_5100903	84	114
chr19_5475261_5476488	46	74
chr19_5659961_5661441	55	75
chr19_6050693_6051970	21	32
chr19_6070089_6072085	25	49
chr19_6183949_6185225	15	14
chr19_6247174_6248760	35	30
chr19_6249286_6250657	14	22
chr19_6317649_6319091	18	21
chr19_6316006_6318235	29	52
chr19_6315139_6316432	24	42
chr19_6480551_6482091	21	18
chr19_6494125_6495465	37	62
chr19_6516045_6517644	59	83
chr19_6531261_6532811	42	54
chr19_6986493_6987704	36	42
chr19_6985154_6986996	44	73
chr19_7088122_7089274	19	27
chr19_7354889_7356239	43	38
chr19_7779359_7780558	4	8
chr19_8999655_9000967	17	22
chr19_10500059_10501295	25	29
chr19_10522309_10523950	66	102
chr19_10786698_10787943	13	19
chr19_10931809_10933424	15	26
chr19_11014210_11016160	41	60
chr19_11067117_11068439	4	21
chr19_23238824_23239957	16	12
chr19_24047248_24048585	20	22
chr19_25480596_25481991	24	39
chr19_37307814_37309341	18	28
chr19_40405957_40407084	9	11
chr19_41162660_41163934	22	23
chr19_41234546_41235693	26	23
chr19_41948502_41949759	8	11
chr19_42107762_42109723	33	49
chr19_42133910_42135262	12	27
chr19_43976652_43978097	7	26
chr19_45075284_45076555	24	29
chr19_45100146_45101768	58	77
chr19_45322777_45324039	15	13
chr19_46106988_46108291	18	28
chr19_46547184_46548755	49	68
chr19_47203812_47205238	19	19
chr19_47225717_47226966	43	41
chr19_47331441_47332898	17	16
chr19_47342633_47343983	19	15
chr19_47450118_47451161	14	21
chr19_58585996_58587205	18	19
chr19_61333339_61334322	10	14
chr2_101711040_101711941	7	6
chr2_125565967_125567021	12	18
chr2_168426282_168427588	35	47
chr2_25050226_25051601	67	88
chr2_29965903_29967159	17	13
chr2_30865300_30867516	26	67
chr2_31964571_31965978	17	7
chr2_32422819_32424390	9	18
chr2_32800438_32801935	33	43
chr2_33095083_33096086	16	18
chr2_152452453_152453826	30	27
chr2_155810840_155812332	8	11
chr2_163725080_163726169	16	17
chr2_164724364_164725399	14	14
chr2_167802185_167805093	36	48
chr2_4524212_4525680	17	34
chr2_6021154_6022702	17	35
chr2_17018649_17020093	4	10
chr2_18688097_18689167	30	22
chr2_19351237_19352490	41	58
chr2_19373222_19374732	26	48
chr2_22629309_22630576	31	33
chr2_24646814_24648226	4	11
chr2_25027827_25029427	44	83
chr2_25143224_25144655	28	32
chr2_25152284_25153837	22	32
chr2_25289473_25290501	7	21
chr2_25290016_25291201	9	18
chr2_25297847_25299621	16	21
chr2_25374225_25375427	16	25
chr2_25421921_25423585	21	31
chr2_25416753_25418551	44	56
chr2_25431701_25433182	27	42
chr2_25766102_25767380	15	13
chr2_26131021_26132342	6	27
chr2_26220493_26222046	13	22
chr2_26325867_26327290	11	15
chr2_26322616_26324650	29	28
chr2_26747260_26748731	24	36
chr2_26876801_26877948	11	28
chr2_26879114_26880940	34	41
chr2_27052653_27053689	10	18
chr2_27309247_27310516	27	34
chr2_27307994_27309797	23	30
chr2_27436976_27438477	24	22
chr2_27614068_27615699	28	31
chr2_27872062_27873339	10	14
chr2_28399883_28401146	34	50
chr2_28607655_28609340	43	54
chr2_29170383_29171491	7	8
chr2_29666024_29667421	14	11
chr2_29700423_29702080	57	62
chr2_30140768_30142110	29	44
chr2_30203374_30206499	66	96
chr2_30236569_30238184	13	16
chr2_30468662_30469795	32	43
chr2_30678426_30680500	31	75
chr2_30674124_30675807	39	63
chr2_30872941_30874300	14	35
chr2_31071741_31073027	31	45
chr2_31086762_31087853	18	27
chr2_31135278_31136818	19	18
chr2_31255141_31256264	22	31
chr2_31288040_31289384	15	16
chr2_31280213_31281437	20	19
chr2_31665219_31666436	31	39
chr2_31676301_31677810	57	49
chr2_31775449_31776822	17	34
chr2_31800238_31801325	18	32
chr2_31865260_31866613	25	35
chr2_31919910_31921138	19	38
chr2_32075931_32077362	22	34
chr2_32068529_32071272	52	62
chr2_32189560_32191011	21	23
chr2_32270405_32272398	19	21
chr2_32776981_32778223	21	27
chr2_32777713_32780234	59	93
chr2_32805862_32807237	16	17
chr2_32828176_32829568	15	20
chr2_32991730_32992902	12	16
chr2_33419611_33421203	30	30
chr2_33731661_33733125	46	44
chr2_35583175_35584621	45	89
chr2_35574908_35576624	14	29
chr2_35621339_35622740	61	91
chr2_35949007_35950338	33	60
chr2_37655840_37657124	32	35
chr2_37710573_37711708	24	29
chr2_56963406_56964705	52	62
chr2_58176430_58177517	14	22
chr2_70955713_70957069	18	22
chr2_91757117_91758196	14	15
chr2_92226287_92228347	68	66
chr2_93516980_93518474	12	12
chr2_93795693_93797129	33	43
chr2_101518322_101519602	18	23
chr2_118741090_118743253	40	63
chr2_119596196_119597569	10	15
chr2_119866221_119867806	14	10
chr2_119871534_119873329	19	27
chr2_119916402_119917771	14	12
chr2_121148489_121149524	12	13
chr2_130380447_130381483	11	15
chr2_130509685_130511253	8	23
chr2_151418735_151420586	13	28
chr2_151531859_151533005	12	12
chr2_151736571_151737947	30	33
chr2_151830621_151832142	26	34
chr2_151874247_151875663	19	41
chr2_152149367_152150761	24	42
chr2_152459739_152460938	17	12
chr2_152757319_152759369	41	74
chr2_153511604_153512734	11	14
chr2_153767808_153769071	6	10
chr2_154372052_154373261	31	26
chr2_155453699_155455459	46	75
chr2_155542641_155543660	16	9
chr2_155635591_155636725	26	31
chr2_155816941_155818433	32	32
chr2_155898810_155900095	12	24
chr2_156478250_156479474	14	28
chr2_156491459_156492891	37	63
chr2_156525711_156527636	24	41
chr2_157385393_157386674	6	7
chr2_157494932_157496050	31	29
chr2_158463885_158465669	45	65
chr2_158586753_158588067	14	28
chr2_162733580_162734734	23	26
chr2_163145340_163146659	11	21
chr2_163148161_163149413	18	9
chr2_163850557_163851786	12	19
chr2_163993103_163994283	9	11
chr2_164218338_164219657	5	14
chr2_164616614_164618182	22	32
chr2_164967122_164968553	64	123
chr2_165102364_165104375	78	119
chr2_165205203_165206725	49	67
chr2_165339572_165341342	11	14
chr2_165609670_165611056	37	58
chr2_166272985_166274152	9	19
chr2_166414560_166415827	8	14
chr2_166455177_166456485	31	30
chr2_166517310_166518456	47	54
chr2_166852903_166854524	20	22
chr2_167274748_167276212	34	35
chr2_167574016_167575126	15	15
chr2_167585792_167587734	24	35
chr2_167631965_167633151	15	18
chr2_167658553_167659925	17	23
chr2_167807784_167809276	27	37
chr2_167805171_167806630	17	14
chr2_167931868_167933235	33	33
chr2_168093578_168095117	17	22
chr2_168343555_168344738	6	13
chr2_168395689_168397630	16	30
chr2_168429689_168431136	33	45
chr2_168524214_168525493	32	28
chr2_168718865_168720498	25	38
chr2_172858533_172860482	19	26
chr2_174123048_174124201	37	57
chr2_174469223_174471161	18	34
chr2_177876974_177878112	20	25
chr2_178147769_178148906	24	35
chr2_179924992_179927481	32	55
chr2_179932735_179934387	28	37
chr2_180023836_180025230	37	65
chr2_180119506_180120872	25	36
chr2_180198137_180199905	31	28
chr2_180987995_180989439	13	19
chr2_181227435_181229026	31	40
chr2_181405862_181406922	25	39
chr3_51493448_51495118	13	25
chr3_10366360_10367635	30	35
chr3_30994172_30995195	2	10
chr3_33868512_33869713	5	9
chr3_34555623_34556753	46	61
chr3_36569470_36570915	18	25
chr3_53434648_53435740	17	17
chr3_54985687_54987005	11	9
chr3_87545993_87547470	14	25
chr3_87548911_87550431	31	30
chr3_87961496_87962796	38	56
chr3_88199207_88200607	14	18
chr3_88224082_88225507	46	53
chr3_88285581_88287163	43	63
chr3_88990308_88992002	63	102
chr3_89012720_89013955	21	17
chr3_89014275_89015532	24	30
chr3_89036461_89038081	48	56
chr3_89150339_89151827	50	58
chr3_89564228_89565426	21	14
chr3_89744329_89746114	30	36
chr3_96814080_96815102	16	9
chr3_97691962_97693224	20	33
chr3_100880686_100881792	12	13
chr3_101238896_101240074	14	17
chr3_102738919_102740366	9	13
chr3_107273657_107274929	8	9
chr3_107424283_107425343	15	23
chr3_107878835_107879930	17	18
chr3_145812446_145813651	20	18
chr3_151828036_151829392	31	43
chr3_157229600_157230800	22	25
chr4_137493981_137495191	22	20
chr4_154008230_154009940	48	74
chr4_116488916_116490820	27	45
chr4_117881725_117882920	14	15
chr4_117898044_117899532	15	18
chr4_118062610_118063915	22	32
chr4_119683812_119685310	26	29
chr4_122781479_122782989	22	32
chr4_137067365_137069121	44	74
chr4_137084738_137085945	10	15
chr4_140016802_140018109	8	20
chr4_140590654_140591667	12	24
chr4_140557970_140559492	34	53
chr4_149355399_149357124	27	19
chr4_150568142_150570054	28	33
chr4_151927719_151929545	14	19
chr4_151944977_151946141	7	16
chr4_153714336_153716616	19	27
chr4_153664588_153666024	15	17
chr4_153812207_153813370	8	10
chr4_5724647_5726861	25	38
chr4_6086057_6087168	18	23
chr4_8678493_8679853	19	20
chr4_8792490_8793808	16	16
chr4_41610063_41611545	62	84
chr4_42968865_42970326	23	20
chr4_43048388_43049810	35	43
chr4_43459048_43460278	46	52
chr4_43551668_43553291	14	22
chr4_43561499_43562679	13	18
chr4_43644025_43646182	53	56
chr4_43715233_43716488	9	10
chr4_43716480_43717680	4	13
chr4_43718304_43719695	9	7
chr4_44052767_44054025	10	15
chr4_45070828_45072064	13	13
chr4_45355114_45356134	5	16
chr4_47028424_47029597	28	45
chr4_47042929_47044233	14	28
chr4_47123822_47124942	21	28
chr4_47531360_47532485	7	12
chr4_47549290_47550397	8	4
chr4_62531045_62532296	10	7
chr4_62793408_62795108	7	14
chr4_83242685_83243784	13	17
chr4_83647267_83648295	9	7
chr4_95293782_95294962	9	12
chr4_100808237_100809246	8	13
chr4_106157189_106158536	13	23
chr4_106294691_106296137	40	52
chr4_106598722_106599807	24	27
chr4_106769879_106771217	38	36
chr4_106886843_106887984	12	15
chr4_107193049_107194084	10	9
chr4_107306737_107307911	17	21
chr4_107447705_107448834	34	50
chr4_108078473_108079865	43	44
chr4_109066178_109067495	24	33
chr4_115979979_115981468	12	22
chr4_116776920_116778581	58	77
chr4_117709241_117710433	35	33
chr4_117884018_117885530	12	17
chr4_117903706_117904826	8	8
chr4_118151806_118153107	11	18
chr4_118213908_118215240	27	30
chr4_119031680_119032824	18	12
chr4_119330826_119331979	8	13
chr4_119768913_119770739	19	15
chr4_119860933_119862171	37	61
chr4_120369620_120371249	17	28
chr4_120380928_120382084	17	33
chr4_120567279_120568479	18	21
chr4_123573371_123574583	30	26
chr4_123913365_123914409	15	23
chr4_124344299_124345729	66	109
chr4_124515236_124516366	21	17
chr4_124562348_124563956	32	35
chr4_124639420_124640529	25	30
chr4_125384785_125386159	16	19
chr4_125987503_125989871	59	83
chr4_126137071_126138387	36	44
chr4_126408866_126410171	8	16
chr4_126426861_126428483	60	82
chr4_126536701_126538117	6	11
chr4_128127823_128128897	9	11
chr4_128266305_128267590	16	17
chr4_128539187_128540417	13	27
chr4_128577257_128578444	51	62
chr4_128608837_128610170	30	29
chr4_128636547_128637753	54	93
chr4_128899777_128902154	124	175
chr4_129324637_129325666	16	14
chr4_129668913_129671245	54	76
chr4_129698764_129700166	39	52
chr4_129751953_129753155	53	62
chr4_129985394_129986780	42	54
chr4_131343785_131344975	12	13
chr4_131354877_131356162	27	48
chr4_132341277_132342613	15	15
chr4_132617192_132622594	157	211
chr4_132973293_132974497	24	33
chr4_133108768_133110297	30	33
chr4_133628315_133629902	32	36
chr4_134062360_134064303	43	61
chr4_134225714_134226978	23	27
chr4_134588893_134590068	33	48
chr4_134617421_134618536	16	20
chr4_134637024_134638061	11	6
chr4_134635365_134636976	24	28
chr4_134730655_134732116	32	42
chr4_135080907_135082257	51	62
chr4_135303570_135304930	10	19
chr4_135342991_135344643	11	26
chr4_135366979_135368199	14	16
chr4_135471961_135473476	20	11
chr4_135523913_135525420	39	30
chr4_136254133_136255485	15	21
chr4_136348791_136350013	19	21
chr4_136466671_136468001	39	54
chr4_136470169_136471447	16	29
chr4_136484938_136488139	67	78
chr4_136498367_136499701	44	59
chr4_136811177_136812317	8	10
chr4_136848140_136849422	14	22
chr4_137077000_137078413	11	18
chr4_137095489_137096662	35	51
chr4_137114155_137115562	19	18
chr4_137107345_137108605	13	14
chr4_137239353_137240613	11	27
chr4_137994471_137995950	16	16
chr4_138435586_138437040	20	26
chr4_138457131_138458417	26	42
chr4_138464776_138466206	16	16
chr4_138616697_138618089	11	18
chr4_138629303_138631082	37	77
chr4_138821954_138823084	11	15
chr4_139110760_139111694	13	27
chr4_139184709_139186162	25	34
chr4_139224246_139225856	21	28
chr4_139215446_139216823	9	12
chr4_139339922_139341103	9	17
chr4_139583524_139584819	19	21
chr4_139889112_139890426	6	7
chr4_140032068_140033384	4	14
chr4_140043309_140044359	13	16
chr4_140035910_140036973	25	39
chr4_140070532_140071822	8	16
chr4_140225625_140226900	11	14
chr4_140239683_140240813	38	54
chr4_140267394_140268855	49	60
chr4_140547470_140549004	28	27
chr4_140572341_140574692	36	60
chr4_140580927_140582108	32	36
chr4_140584600_140585700	27	28
chr4_140601360_140603592	69	105
chr4_140759026_140760445	48	64
chr4_140775255_140776556	18	29
chr4_140868089_140869516	86	79
chr4_140863978_140865517	73	115
chr4_140877341_140879010	55	74
chr4_140959902_140961086	35	71
chr4_141004832_141006166	9	27
chr4_141025385_141027101	32	41
chr4_141186630_141188683	23	28
chr4_141183322_141184854	27	30
chr4_141197344_141199185	35	46
chr4_141302205_141303647	29	35
chr4_141400439_141401560	13	16
chr4_141415880_141417189	59	54
chr4_141457249_141458629	52	56
chr4_141471736_141473036	61	81
chr4_146034102_146035123	4	3
chr4_147318303_147319882	27	23
chr4_147384362_147385640	21	11
chr4_147558116_147559508	44	72
chr4_147631461_147632805	9	14
chr4_148233866_148235213	41	45
chr4_148306343_148307827	24	38
chr4_148331259_148332296	8	12
chr4_149030124_149031420	18	12
chr4_149033339_149034731	48	39
chr4_149506428_149507589	32	37
chr4_149990480_149991916	29	31
chr4_150253624_150254639	7	9
chr4_150385969_150387382	16	18
chr4_150459574_150460851	10	14
chr4_151046222_151047345	23	22
chr4_151116181_151117431	22	21
chr4_151641204_151642759	18	31
chr4_151652689_151654633	17	28
chr4_151749646_151750814	11	17
chr4_151758007_151759232	8	11
chr4_151867810_151869389	9	12
chr4_151863931_151865404	20	20
chr4_151890517_151891951	7	14
chr4_151897848_151899516	11	11
chr4_151909788_151911024	8	18
chr4_151921532_151924259	27	48
chr4_151933934_151935980	39	51
chr4_152805829_152807491	10	19
chr4_153218902_153220180	19	9
chr4_153235883_153237244	14	20
chr4_153389229_153390669	22	31
chr4_153526050_153527744	12	11
chr4_153638788_153640236	13	16
chr4_153721397_153722913	29	41
chr4_153954700_153955858	5	7
chr4_154036317_154037493	13	18
chr4_154154961_154156448	11	19
chr4_154268834_154269879	17	20
chr4_154264451_154265539	10	15
chr4_154384348_154385685	14	20
chr4_154442293_154443515	41	44
chr4_154514434_154515764	21	26
chr4_154530828_154532076	25	33
chr4_154528673_154529844	39	62
chr4_154517516_154518764	28	29
chr4_154718337_154720608	60	109
chr4_155032551_155034319	16	17
chr4_155029805_155032471	56	70
chr4_155113043_155115196	31	41
chr4_155165226_155166737	38	71
chr4_155231467_155233043	13	14
chr4_155227284_155228495	11	18
chr5_43908265_43909340	5	6
chr5_112720638_112722142	45	58
chr5_140246130_140249429	37	51
chr5_25378406_25379522	6	4
chr5_35831144_35832340	6	13
chr5_111705555_111706765	13	25
chr5_112819819_112821714	44	68
chr5_114457735_114458891	16	11
chr5_115178511_115179839	10	19
chr5_118586308_118587471	12	18
chr5_121453357_121454594	13	15
chr5_121814085_121815543	11	12
chr5_124092110_124093108	11	13
chr5_125516789_125518773	24	21
chr5_139296279_139297762	14	18
chr5_140835601_140836969	36	45
chr5_140999411_141001306	13	24
chr5_142687673_142689145	12	27
chr5_3844590_3845713	14	20
chr5_7344143_7345333	21	26
chr5_8056236_8057271	8	17
chr5_8421782_8422856	4	9
chr5_20691464_20692851	24	28
chr5_21181158_21182249	27	24
chr5_23299603_23300594	7	9
chr5_23874173_23875367	13	13
chr5_24005181_24008070	38	36
chr5_24096345_24098668	73	91
chr5_24235310_24236596	23	41
chr5_24263154_24264389	38	30
chr5_24401020_24402073	6	15
chr5_29895768_29896879	9	17
chr5_31219138_31221992	79	125
chr5_31370315_31371885	18	29
chr5_31376621_31377824	15	18
chr5_31378042_31381068	40	56
chr5_33590590_33591761	11	17
chr5_33827897_33829292	12	22
chr5_33853824_33855736	53	70
chr5_33871605_33872949	43	82
chr5_33949724_33951231	18	19
chr5_34031027_34033412	47	66
chr5_34047548_34048865	59	88
chr5_34077664_34078713	7	15
chr5_34074044_34076056	26	57
chr5_34245494_34246507	7	4
chr5_34343074_34344375	6	15
chr5_35386199_35387749	19	19
chr5_35381187_35382562	15	21
chr5_35822462_35823665	14	24
chr5_36010322_36011591	21	29
chr5_36156588_36157784	16	17
chr5_36215189_36216374	11	19
chr5_36365047_36366285	17	34
chr5_36725589_36726863	16	21
chr5_37300504_37301617	13	20
chr5_37364563_37365754	11	12
chr5_37360609_37362004	8	17
chr5_37777514_37778747	8	6
chr5_38594045_38595173	13	9
chr5_38591365_38593168	17	18
chr5_38607242_38608234	6	9
chr5_38604285_38605844	19	19
chr5_52841743_52842928	12	9
chr5_53770492_53771503	14	2
chr5_64041019_64042116	28	31
chr5_64655029_64656085	6	13
chr5_64734721_64735874	19	21
chr5_64750024_64751133	9	6
chr5_65851215_65852374	12	12
chr5_68001958_68003160	16	14
chr5_74060242_74061330	12	12
chr5_74557278_74558419	16	23
chr5_75015605_75016790	6	8
chr5_76792280_76793482	22	26
chr5_77283595_77284673	22	19
chr5_77523433_77524641	21	22
chr5_88271808_88272821	10	7
chr5_89071421_89072491	18	18
chr5_93369832_93371633	17	30
chr5_93379118_93380503	19	28
chr5_100428733_100430128	30	26
chr5_105908562_105909888	14	21
chr5_107759671_107760980	17	33
chr5_107963293_107964489	9	15
chr5_109131941_109133269	13	21
chr5_110803022_110804028	7	6
chr5_110859575_110861354	27	21
chr5_110909244_110911695	36	67
chr5_111219490_111220659	12	10
chr5_111661770_111663104	25	43
chr5_111676060_111677400	10	17
chr5_112386437_112387727	24	21
chr5_112562322_112563743	7	20
chr5_112685037_112686182	14	12
chr5_112736135_112738071	23	33
chr5_112806277_112807730	35	43
chr5_112900155_112901390	7	13
chr5_113121176_113122695	12	25
chr5_113591464_113592792	22	26
chr5_113919545_113920976	38	57
chr5_114187770_114189595	28	29
chr5_114192579_114193779	11	22
chr5_114257387_114258989	30	45
chr5_114459381_114460515	8	18
chr5_114569718_114571077	16	30
chr5_114666102_114667305	5	3
chr5_114660365_114661908	14	16
chr5_114817860_114818881	17	15
chr5_114838790_114839952	10	8
chr5_115060260_115062777	68	95
chr5_115076326_115077686	14	25
chr5_115186711_115187731	15	29
chr5_115198921_115200656	16	29
chr5_115560662_115561799	9	20
chr5_115559276_115560698	15	29
chr5_115691670_115692744	10	20
chr5_115896726_115898265	32	41
chr5_115999726_116001553	77	81
chr5_116068447_116070728	66	90
chr5_116356598_116358344	53	78
chr5_116386245_116387487	8	13
chr5_117342606_117343702	7	6
chr5_117690352_117691698	53	39
chr5_118004599_118005923	9	11
chr5_118230192_118231863	29	39
chr5_118435036_118436359	27	25
chr5_118444001_118445121	15	32
chr5_118515327_118516835	23	29
chr5_118680012_118681165	13	14
chr5_118689311_118690321	10	18
chr5_118686609_118687994	20	24
chr5_118857087_118858353	16	16
chr5_118938704_118939775	27	25
chr5_119212173_119213336	12	19
chr5_120574940_120576074	8	12
chr5_120629843_120631090	7	12
chr5_120642301_120643673	33	38
chr5_120932958_120934165	16	24
chr5_120991435_120993088	31	53
chr5_121058772_121060342	50	58
chr5_121072679_121074367	28	36
chr5_121080818_121081865	21	37
chr5_121113300_121115324	37	48
chr5_121144384_121145792	30	46
chr5_121828066_121829310	11	21
chr5_122134767_122136129	22	36
chr5_122446801_122447963	21	38
chr5_122451709_122453010	12	21
chr5_122484495_122485732	19	22
chr5_122517902_122519344	42	53
chr5_123186381_123187391	15	12
chr5_123329786_123331246	28	46
chr5_123609723_123611674	38	41
chr5_123814149_123815359	30	35
chr5_124235727_124236759	8	9
chr5_124464260_124465414	40	47
chr5_124454370_124455798	22	30
chr5_124512132_124513455	24	41
chr5_124539240_124540727	27	24
chr5_124544536_124546153	33	71
chr5_124570690_124572130	22	27
chr5_124580581_124581755	8	10
chr5_124576655_124577837	20	11
chr5_124572791_124574719	25	40
chr5_124589011_124590244	3	10
chr5_125015891_125017000	14	19
chr5_125228270_125229447	9	8
chr5_125315372_125317242	19	30
chr5_125513182_125514475	9	24
chr5_125898226_125899981	20	29
chr5_126102288_126103993	7	11
chr5_129287312_129288834	7	20
chr5_130064925_130066056	11	12
chr5_130075141_130076276	10	13
chr5_130111641_130112746	11	15
chr5_130627924_130629032	11	16
chr5_131368942_131369960	3	5
chr5_134627636_134628760	30	22
chr5_135238611_135240012	12	9
chr5_135634803_135636026	23	18
chr5_135856414_135858514	22	23
chr5_136208850_136211144	41	53
chr5_136443231_136444557	34	44
chr5_136750654_136751779	25	34
chr5_136783186_136784923	15	13
chr5_137963061_137966709	173	220
chr5_137966119_137967512	63	91
chr5_138049452_138050820	64	89
chr5_138104288_138105489	13	14
chr5_138178546_138179795	41	56
chr5_138635150_138636825	28	32
chr5_139428354_139429823	18	26
chr5_139551318_139552376	14	18
chr5_139831572_139833247	30	48
chr5_139827952_139829180	38	67
chr5_139867351_139869823	41	49
chr5_139884920_139886200	22	25
chr5_139898678_139899842	25	25
chr5_139904201_139905182	13	18
chr5_140094832_140096038	18	21
chr5_140101468_140102757	18	11
chr5_140237303_140239331	27	24
chr5_140236518_140237720	16	14
chr5_140243925_140245833	13	21
chr5_140245390_140246545	10	10
chr5_140446817_140450256	40	71
chr5_140942187_140943268	9	10
chr5_140954194_140955430	20	21
chr5_140964996_140966437	13	13
chr5_140992815_140993975	36	45
chr5_141072351_141074034	40	44
chr5_141187968_141189312	14	24
chr5_141357527_141358850	7	17
chr5_142963751_142965078	22	33
chr5_142969709_142970939	37	44
chr5_143548457_143550998	32	45
chr5_144049054_144050648	30	39
chr5_144053993_144055362	10	18
chr5_144152322_144153866	13	19
chr5_144467501_144469050	9	13
chr5_144933992_144935335	8	15
chr5_144968836_144970239	15	15
chr5_145480703_145482119	16	15
chr5_145606468_145607815	10	19
chr5_145611397_145612747	13	21
chr5_147835333_147836537	21	17
chr5_148142145_148143226	8	13
chr5_149842492_149843822	35	35
