	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
222	chr3	117080801	117081199	399	*	18	0222	ENSMUSG00000044667	117062942	117063794	-	upstream	-17007	17007	NearestLocation
223	chr3	119480601	119480999	399	*	20	0223	ENSMUSG00000028134	119486120	119486306	-	downstream	5705	5121	NearestLocation
224	chr3	122658401	122659199	799	*	25	0224	ENSMUSG00000039701	122687200	122687365	-	downstream	28964	28001	NearestLocation
225	chr3	123785601	123785999	399	*	18	0225	ENSMUSG00000090474	123994977	123995423	+	upstream	-209376	208978	NearestLocation
226	chr3	126600201	126600599	399	*	18	0226	ENSMUSG00000053819	126299928	126300422	+	downstream	300273	299779	NearestLocation
227	chr3	127162201	127163599	1399	*	50	0227	ENSMUSG00000078164	127201581	127201919	-	downstream	39718	37982	NearestLocation
228	chr3	128912801	128913399	599	*	26	0228	ENSMUSG00000028023	128902796	128903080	+	downstream	10005	9721	NearestLocation
229	chr3	132346801	132347799	999	*	34	0229	ENSMUSG00000028029	132346757	132346843	-	overlapStart	42	42	NearestLocation
230	chr3	133147401	133147999	599	*	23	0230	ENSMUSG00000040943	133207164	133207354	-	downstream	59953	59165	NearestLocation
231	chr3	138205601	138206599	999	*	23	0231	ENSMUSG00000028156	138189155	138189258	+	downstream	16446	16343	NearestLocation
232	chr3	138698401	138699399	999	*	26	0232	ENSMUSG00000028149	138738000	138738163	-	downstream	39762	38601	NearestLocation
233	chr3	142197401	142198199	799	*	36	0233	ENSMUSG00000040253	142193302	142193403	+	downstream	4099	3998	NearestLocation
234	chr3	143865601	143866199	599	*	25	0234	ENSMUSG00000028266	143865212	143865281	-	upstream	-320	320	NearestLocation
235	chr3	153721801	153722399	599	*	17	0235	ENSMUSG00000028360	153636400	153636762	+	downstream	85401	85039	NearestLocation
236	chr3	156583801	156585199	1399	*	26	0236	ENSMUSG00000054773	156870626	156871824	-	downstream	288023	285427	NearestLocation
237	chr3	157686401	157686799	399	*	23	0237	ENSMUSG00000055436	157699480	157699560	-	downstream	13159	12681	NearestLocation
238	chr4	4758801	4758999	199	*	14	0238	ENSMUSG00000066324	4719870	4720502	-	upstream	-38299	38299	NearestLocation
239	chr4	11612601	11613199	599	*	23	0239	ENSMUSG00000028214	11631604	11631713	+	upstream	-19003	18405	NearestLocation
240	chr4	19505601	19506799	1199	*	32	0240	ENSMUSG00000028229	19502309	19502474	+	downstream	3292	3127	NearestLocation
241	chr4	24627001	24627999	999	*	26	0241	ENSMUSG00000040387	24727953	24728037	-	downstream	101036	99954	NearestLocation
242	chr4	25141401	25142399	999	*	23	0242	ENSMUSG00000028259	25169855	25170023	-	downstream	28622	27456	NearestLocation
243	chr4	26034001	26034599	599	*	20	0243	ENSMUSG00000040520	26273744	26274038	-	downstream	240037	239145	NearestLocation
244	chr4	27863201	27863599	399	*	17	0244	ENSMUSG00000028289	28740281	28740630	+	upstream	-877080	876682	NearestLocation
245	chr4	32050801	32051799	999	*	23	0245	ENSMUSG00000028284	32051072	32051357	+	includeFeature	-271	271	NearestLocation
246	chr4	32707401	32708999	1599	*	38	0246	ENSMUSG00000028282	32702453	32702714	+	downstream	4948	4687	NearestLocation
247	chr4	39264801	39265799	999	*	34	0247	ENSMUSG00000028287	39397328	39397566	+	upstream	-132527	131529	NearestLocation
248	chr4	40417201	40418199	999	*	24	0248	ENSMUSG00000046593	40419213	40420637	+	upstream	-2012	1014	NearestLocation
249	chr4	43570801	43573799	2999	*	58	0249	ENSMUSG00000028466	43575204	43575831	+	upstream	-4403	1405	NearestLocation
250	chr4	43682601	43682999	399	*	19	0250	ENSMUSG00000043633	43681466	43682013	-	upstream	-588	588	NearestLocation
251	chr4	44108001	44108199	199	*	14	0251	ENSMUSG00000028479	44068077	44068169	-	upstream	-39832	39832	NearestLocation
252	chr4	48598601	48599199	599	*	30	0252	ENSMUSG00000028347	48598046	48598513	+	downstream	555	88	NearestLocation
253	chr4	48719001	48719399	399	*	20	0253	ENSMUSG00000028348	48676386	48676901	+	downstream	42615	42100	NearestLocation
254	chr4	50696001	50696199	199	*	15	0254	ENSMUSG00000039555	51229550	51229594	+	upstream	-533549	533351	NearestLocation
255	chr4	53612801	53613199	399	*	21	0255	ENSMUSG00000054752	53644588	53644772	+	upstream	-31787	31389	NearestLocation
256	chr4	54960201	54962799	2599	*	119	0256	ENSMUSG00000060206	54957920	54957973	+	downstream	2281	2228	NearestLocation
257	chr4	59333601	59333799	199	*	14	0257	ENSMUSG00000038578	59451078	59451505	-	downstream	117904	117279	NearestLocation
258	chr4	62172001	62172999	999	*	31	0258	ENSMUSG00000028393	62180829	62180928	-	downstream	8927	7830	NearestLocation
259	chr4	63833601	63834199	599	*	38	0259	ENSMUSG00000028364	63681178	63681760	-	upstream	-151841	151841	NearestLocation
260	chr4	70297401	70300999	3599	*	136	0260	ENSMUSG00000039270	70195262	70196029	-	upstream	-101372	101372	NearestLocation
261	chr4	71673201	71673799	599	*	26	0261	ENSMUSG00000008305	71861016	71861953	-	downstream	188752	187217	NearestLocation
262	chr4	73452601	73452999	399	*	17	0262	ENSMUSG00000043003	73436428	73436506	-	upstream	-16095	16095	NearestLocation
263	chr4	73904801	73906199	1399	*	44	0263	ENSMUSG00000028397	73888401	73888544	+	downstream	16400	16257	NearestLocation
264	chr4	76669601	76669999	399	*	20	0264	ENSMUSG00000028399	75753187	75753299	-	upstream	-916302	916302	NearestLocation
265	chr4	77092001	77092199	199	*	15	0265	ENSMUSG00000078356	77857493	77857864	-	downstream	765863	765294	NearestLocation
266	chr4	78004601	78005199	599	*	19	0266	ENSMUSG00000078356	77857493	77857864	-	upstream	-146737	146737	NearestLocation
267	chr4	79918201	79919199	999	*	23	0267	ENSMUSG00000005994	80480027	80480305	+	upstream	-561826	560828	NearestLocation
268	chr4	82924601	82925399	799	*	23	0268	ENSMUSG00000038172	82969975	82970159	-	downstream	45558	44576	NearestLocation
269	chr4	85923401	85923599	199	*	15	0269	ENSMUSG00000066113	85699819	85700024	+	downstream	223582	223377	NearestLocation
270	chr4	88498401	88499399	999	*	31	0270	ENSMUSG00000070903	88495991	88496560	+	downstream	2410	1841	NearestLocation
271	chr4	91918401	91918599	199	*	16	0271	ENSMUSG00000066107	91858276	91858440	-	upstream	-59961	59961	NearestLocation
272	chr4	94424801	94425199	399	*	18	0272	ENSMUSG00000006386	94405980	94406383	+	downstream	18821	18418	NearestLocation
273	chr4	98375801	98376599	799	*	26	0273	ENSMUSG00000087166	98393425	98393531	+	upstream	-17624	16826	NearestLocation
274	chr4	99215601	99218399	2799	*	47	0274	ENSMUSG00000067261	99322990	99325362	+	upstream	-107389	104591	NearestLocation
275	chr4	101385401	101386399	999	*	33	0275	ENSMUSG00000057722	101390009	101390543	+	upstream	-4608	3610	NearestLocation
276	chr4	104177601	104177999	399	*	17	0276	ENSMUSG00000028519	104040195	104040322	+	downstream	137406	137279	NearestLocation
277	chr4	104220201	104221199	999	*	21	0277	ENSMUSG00000028519	104040195	104040322	+	downstream	180006	179879	NearestLocation
278	chr4	104759401	104759599	199	*	15	0278	ENSMUSG00000028518	104782310	104782495	-	downstream	23094	22711	NearestLocation
279	chr4	106579601	106581599	1999	*	37	0279	ENSMUSG00000061887	106584075	106584517	+	upstream	-4474	2476	NearestLocation
280	chr4	106813601	106814799	1199	*	38	0280	ENSMUSG00000028619	106850843	106850971	-	downstream	37370	36044	NearestLocation
281	chr4	106925001	106925999	999	*	44	0281	ENSMUSG00000028617	106925880	106926137	-	overlapEnd	1136	119	NearestLocation
282	chr4	108121401	108122199	799	*	26	0282	ENSMUSG00000034610	108132031	108132244	+	upstream	-10630	9832	NearestLocation
283	chr4	110128801	110130199	1399	*	26	0283	ENSMUSG00000061298	110070266	110070510	+	downstream	58535	58291	NearestLocation
284	chr4	115662601	115663799	1199	*	29	0284	ENSMUSG00000034171	115690068	115690531	-	downstream	27930	26269	NearestLocation
285	chr4	117844201	117845599	1399	*	25	0285	ENSMUSG00000033326	117852498	117852648	-	downstream	8447	6899	NearestLocation
286	chr4	117958801	117960799	1999	*	31	0286	ENSMUSG00000033295	117963785	117964010	-	downstream	5209	2986	NearestLocation
287	chr4	118798001	118798199	199	*	14	0287	ENSMUSG00000028645	118781560	118781577	+	downstream	16441	16424	NearestLocation
288	chr4	119304601	119304799	199	*	16	0288	ENSMUSG00000023247	119310309	119310430	+	upstream	-5708	5510	NearestLocation
289	chr4	123202801	123203799	999	*	24	0289	ENSMUSG00000028649	123047048	123047174	-	upstream	-155627	155627	NearestLocation
290	chr4	124845201	124845599	399	*	18	0290	ENSMUSG00000042677	124805011	124805084	-	upstream	-40117	40117	NearestLocation
291	chr4	126026801	126027799	999	*	32	0291	ENSMUSG00000028842	126027430	126027564	-	includeFeature	763	235	NearestLocation
292	chr4	126737201	126737799	599	*	23	0292	ENSMUSG00000043872	126738240	126738396	-	downstream	1195	441	NearestLocation
293	chr4	128808201	128809399	1199	*	39	0293	ENSMUSG00000001334	128814243	128814407	+	upstream	-6042	4844	NearestLocation
294	chr4	128818001	128818199	199	*	14	0294	ENSMUSG00000001334	128814243	128814407	+	downstream	3758	3594	NearestLocation
295	chr4	129602401	129602799	399	*	19	0295	ENSMUSG00000028784	129624791	129624982	+	upstream	-22390	21992	NearestLocation
296	chr4	130203401	130204399	999	*	32	0296	ENSMUSG00000028580	130219236	130219382	+	upstream	-15835	14837	NearestLocation
297	chr4	131192201	131192399	199	*	17	0297	ENSMUSG00000028909	131393999	131394203	-	downstream	202002	201600	NearestLocation
298	chr4	131816601	131816999	399	*	24	0298	ENSMUSG00000028901	131808346	131808409	-	upstream	-8192	8192	NearestLocation
299	chr4	132142801	132143399	599	*	21	0299	ENSMUSG00000056529	132119982	132120189	+	downstream	22819	22612	NearestLocation
300	chr4	132483001	132485799	2799	*	71	0300	ENSMUSG00000028878	132478273	132478473	-	upstream	-4528	4528	NearestLocation
301	chr4	133307201	133308199	999	*	24	0301	ENSMUSG00000007880	133308384	133309526	-	downstream	2325	185	NearestLocation
302	chr4	133426801	133427799	999	*	27	0302	ENSMUSG00000091104	133419827	133419845	+	downstream	6974	6956	NearestLocation
303	chr4	144069801	144070799	999	*	25	0303	ENSMUSG00000078507	144053462	144053659	-	upstream	-16142	16142	NearestLocation
304	chr4	145740001	145743799	3799	*	118	0304	ENSMUSG00000070605	145748964	145749016	-	downstream	9015	5165	NearestLocation
305	chr4	149988401	149989599	1199	*	28	0305	ENSMUSG00000039838	150026136	150026283	-	downstream	37882	36537	NearestLocation
306	chr4	151945801	151946599	799	*	19	0306	ENSMUSG00000039577	151852251	151852548	+	downstream	93550	93253	NearestLocation
307	chr4	152667401	152667799	399	*	17	0307	ENSMUSG00000039546	152856238	152856288	-	downstream	188887	188439	NearestLocation
308	chr4	153469201	153470199	999	*	57	0308	ENSMUSG00000029026	153471003	153471276	-	downstream	2075	804	NearestLocation
309	chr5	7385401	7385799	399	*	19	0309	ENSMUSG00000040514	7304125	7304194	+	downstream	81276	81207	NearestLocation
310	chr5	7509801	7512599	2799	*	57	0310	ENSMUSG00000040514	7304125	7304194	+	downstream	205676	205607	NearestLocation
311	chr5	8967201	8967399	199	*	14	0311	ENSMUSG00000003623	8997104	8997324	-	downstream	30123	29705	NearestLocation
312	chr5	13511401	13511599	199	*	15	0312	ENSMUSG00000067855	13791619	13791790	+	upstream	-280218	280020	NearestLocation
313	chr5	14946401	14948199	1799	*	50	0313	ENSMUSG00000091255	14938268	14938429	-	upstream	-7972	7972	NearestLocation
314	chr5	18250401	18251599	1199	*	29	0314	ENSMUSG00000057614	17865870	17866231	-	upstream	-384170	384170	NearestLocation
315	chr5	19015201	19015599	399	*	24	0315	ENSMUSG00000040003	18732864	18733407	+	downstream	282337	281794	NearestLocation
316	chr5	23836201	23836999	799	*	28	0316	ENSMUSG00000038319	23834983	23835409	-	upstream	-792	792	NearestLocation
317	chr5	24977601	24978199	599	*	21	0317	ENSMUSG00000038056	25004208	25004601	-	downstream	27000	26009	NearestLocation
318	chr5	27321601	27321999	399	*	19	0318	ENSMUSG00000061576	27588515	27588901	+	upstream	-266914	266516	NearestLocation
319	chr5	33866401	33867199	799	*	31	0319	ENSMUSG00000029112	33776274	33776625	-	upstream	-89776	89776	NearestLocation
320	chr5	33928201	33928599	399	*	17	0320	ENSMUSG00000037339	33971986	33972237	-	downstream	44036	43387	NearestLocation
321	chr5	34993001	34994399	1399	*	37	0321	ENSMUSG00000036693	35002500	35002797	-	downstream	9796	8101	NearestLocation
322	chr5	35862801	35863999	1199	*	41	0322	ENSMUSG00000036596	35868082	35868347	-	downstream	5546	4083	NearestLocation
323	chr5	36799601	36800999	1399	*	43	0323	ENSMUSG00000029198	36807647	36807904	+	upstream	-8046	6648	NearestLocation
324	chr5	37744801	37745799	999	*	28	0324	ENSMUSG00000050248	37729717	37729937	+	downstream	15084	14864	NearestLocation
325	chr5	41349001	41349799	799	*	29	0325	ENSMUSG00000029128	42099144	42099394	-	downstream	750393	749345	NearestLocation
326	chr5	41471001	41471399	399	*	20	0326	ENSMUSG00000029128	42099144	42099394	-	downstream	628393	627745	NearestLocation
327	chr5	50384401	50385199	799	*	21	0327	ENSMUSG00000029090	50449791	50450235	-	downstream	65834	64592	NearestLocation
328	chr5	56774401	56775599	1199	*	28	0328	ENSMUSG00000029108	58109260	58113517	+	upstream	-1334859	1333661	NearestLocation
329	chr5	59911601	59912599	999	*	23	0329	ENSMUSG00000029108	58109260	58113517	+	downstream	1802341	1798084	NearestLocation
330	chr5	64712601	64713399	799	*	19	0330	ENSMUSG00000029174	64550690	64551744	+	downstream	161911	160857	NearestLocation
331	chr5	65013001	65014399	1399	*	31	0331	ENSMUSG00000029178	65194628	65195030	+	upstream	-181627	180229	NearestLocation
332	chr5	65623001	65623799	799	*	36	0332	ENSMUSG00000037890	65590935	65590999	+	downstream	32066	32002	NearestLocation
333	chr5	68810801	68811799	999	*	25	0333	ENSMUSG00000068082	68423074	68423528	+	downstream	387727	387273	NearestLocation
334	chr5	70044801	70045399	599	*	35	0334	ENSMUSG00000029209	69981899	69982066	-	upstream	-62735	62735	NearestLocation
335	chr5	72543401	72544799	1399	*	35	0335	ENSMUSG00000029213	72559318	72559422	-	downstream	16021	14519	NearestLocation
336	chr5	75886401	75886999	599	*	25	0336	ENSMUSG00000005672	75970941	75971143	+	upstream	-84540	83942	NearestLocation
337	chr5	76807001	76807399	399	*	16	0337	ENSMUSG00000029236	76792580	76792813	-	upstream	-14188	14188	NearestLocation
338	chr5	76971601	76972599	999	*	41	0338	ENSMUSG00000036435	76958336	76958487	+	downstream	13265	13114	NearestLocation
339	chr5	82964801	82965999	1199	*	27	0339	ENSMUSG00000049537	83783798	83784220	-	downstream	819419	817799	NearestLocation
340	chr5	83725401	83726399	999	*	27	0340	ENSMUSG00000049537	83783798	83784220	-	downstream	58819	57399	NearestLocation
341	chr5	85003401	85003599	199	*	15	0341	ENSMUSG00000029245	84845344	84845831	-	upstream	-157570	157570	NearestLocation
342	chr5	87101601	87101999	399	*	18	0342	ENSMUSG00000035861	87105294	87105387	-	downstream	3786	3295	NearestLocation
343	chr5	88053601	88053999	399	*	17	0343	ENSMUSG00000029272	88020519	88020636	-	upstream	-32965	32965	NearestLocation
344	chr5	89148401	89150999	2599	*	54	0344	ENSMUSG00000006262	89149880	89150146	+	includeFeature	-1479	853	NearestLocation
345	chr5	90794001	90795799	1799	*	39	0345	ENSMUSG00000055204	90795002	90795211	-	includeFeature	1210	588	NearestLocation
346	chr5	91767601	91769399	1799	*	32	0346	ENSMUSG00000082361	91831684	91831939	-	downstream	64338	62285	NearestLocation
347	chr5	92967201	92967599	399	*	20	0347	ENSMUSG00000057068	92984128	92984173	+	upstream	-16927	16529	NearestLocation
348	chr5	93522601	93523999	1399	*	40	0348	ENSMUSG00000058013	93522483	93522623	+	overlapEnd	118	22	NearestLocation
349	chr5	93544601	93545399	799	*	20	0349	ENSMUSG00000058013	93522483	93522623	+	downstream	22118	21978	NearestLocation
350	chr5	96830201	96831999	1799	*	33	0350	ENSMUSG00000034687	96802974	96803904	+	downstream	27227	26297	NearestLocation
351	chr5	100407001	100407999	999	*	25	0351	ENSMUSG00000035364	100408080	100408682	+	upstream	-1079	81	NearestLocation
352	chr5	106740001	106740599	599	*	40	0352	ENSMUSG00000034384	106886245	106887459	-	downstream	147458	145646	NearestLocation
353	chr5	106902801	106904199	1399	*	32	0353	ENSMUSG00000034384	106886245	106887459	-	upstream	-15342	15342	NearestLocation
354	chr5	107216401	107217199	799	*	20	0354	ENSMUSG00000049606	107125551	107125849	-	upstream	-90552	90552	NearestLocation
355	chr5	108950401	108950799	399	*	21	0355	ENSMUSG00000033615	108978908	108979043	-	downstream	28642	28109	NearestLocation
356	chr5	109908601	109910599	1999	*	43	0356	ENSMUSG00000091879	109849032	109849237	+	downstream	59569	59364	NearestLocation
357	chr5	112057601	112060599	2999	*	132	0357	ENSMUSG00000052848	112010442	112010523	+	downstream	47159	47078	NearestLocation
358	chr5	112174401	112175999	1599	*	47	0358	ENSMUSG00000052848	112010442	112010523	+	downstream	163959	163878	NearestLocation
359	chr5	112329801	112330399	599	*	17	0359	ENSMUSG00000052848	112010442	112010523	+	downstream	319359	319278	NearestLocation
360	chr5	112876001	112876199	199	*	14	0360	ENSMUSG00000072722	112878446	112880758	+	upstream	-2445	2247	NearestLocation
361	chr5	114830201	114830999	799	*	20	0361	ENSMUSG00000029577	114830835	114830984	+	includeFeature	-634	15	NearestLocation
362	chr5	116275001	116276399	1399	*	28	0362	ENSMUSG00000029516	116418034	116418094	+	upstream	-143033	141635	NearestLocation
363	chr5	117733601	117735199	1599	*	33	0363	ENSMUSG00000032959	117737418	117737577	-	downstream	3976	2219	NearestLocation
364	chr5	117812801	117813399	599	*	20	0364	ENSMUSG00000029364	117807313	117807482	+	downstream	5488	5319	NearestLocation
365	chr5	118245801	118246199	399	*	20	0365	ENSMUSG00000029361	118292195	118292286	+	upstream	-46394	45996	NearestLocation
366	chr5	118695401	118695999	599	*	59	0366	ENSMUSG00000032840	118695236	118695467	+	overlapEnd	165	66	NearestLocation
367	chr5	120803201	120803999	799	*	39	0367	ENSMUSG00000029595	120881779	120882462	+	upstream	-78578	77780	NearestLocation
368	chr5	121619001	121619999	999	*	27	0368	ENSMUSG00000043733	121641211	121641406	-	downstream	22405	21212	NearestLocation
369	chr5	122682601	122683599	999	*	20	0369	ENSMUSG00000064267	122656813	122657165	+	downstream	25788	25436	NearestLocation
370	chr5	123451601	123453199	1599	*	30	0370	ENSMUSG00000029475	123439634	123439803	-	upstream	-11798	11798	NearestLocation
371	chr5	123591201	123592999	1799	*	52	0371	ENSMUSG00000038384	123592202	123592463	+	includeFeature	-1001	536	NearestLocation
372	chr5	123825601	123827599	1999	*	44	0372	ENSMUSG00000029438	123793843	123794286	+	downstream	31758	31315	NearestLocation
373	chr5	125636201	125637599	1399	*	29	0373	ENSMUSG00000029478	125523115	125523182	-	upstream	-113019	113019	NearestLocation
374	chr5	125869601	125869999	399	*	18	0374	ENSMUSG00000072612	125869692	125870924	+	overlapStart	-91	91	NearestLocation
375	chr5	125889401	125889799	399	*	33	0375	ENSMUSG00000008348	125870067	125870384	-	upstream	-19017	19017	NearestLocation
376	chr5	126331001	126332199	1199	*	32	0376	ENSMUSG00000091970	126328322	126329110	-	upstream	-1891	1891	NearestLocation
377	chr5	127405401	127406199	799	*	30	0377	ENSMUSG00000034324	127722178	127722390	+	upstream	-316777	315979	NearestLocation
378	chr5	129372601	129373799	1199	*	27	0378	ENSMUSG00000029420	129458842	129459237	-	downstream	86636	85043	NearestLocation
379	chr5	129379801	129380799	999	*	46	0379	ENSMUSG00000029420	129458842	129459237	-	downstream	79436	78043	NearestLocation
380	chr5	129512801	129514199	1399	*	29	0380	ENSMUSG00000029428	129514269	129514449	-	downstream	1648	70	NearestLocation
381	chr5	129916601	129917999	1399	*	45	0381	ENSMUSG00000029439	130007106	130007471	+	upstream	-90505	89107	NearestLocation
382	chr5	131838201	131839799	1599	*	55	0382	ENSMUSG00000034040	131782233	131783788	-	upstream	-54413	54413	NearestLocation
383	chr5	132287401	132288199	799	*	26	0383	ENSMUSG00000034040	131782233	131783788	-	upstream	-503613	503613	NearestLocation
384	chr5	135968401	135969999	1599	*	45	0384	ENSMUSG00000039959	136020807	136020992	-	downstream	52591	50808	NearestLocation
385	chr5	136012801	136013999	1199	*	51	0385	ENSMUSG00000039959	136020807	136020992	-	downstream	8191	6808	NearestLocation
386	chr5	136061001	136061399	399	*	19	0386	ENSMUSG00000004814	136048770	136048913	-	upstream	-12088	12088	NearestLocation
387	chr5	136410601	136412999	2399	*	70	0387	ENSMUSG00000051391	136410193	136410469	-	upstream	-132	132	NearestLocation
388	chr5	137461401	137462599	1199	*	32	0388	ENSMUSG00000004846	137462889	137463673	+	upstream	-1488	290	NearestLocation
389	chr5	137779801	137782199	2399	*	76	0389	ENSMUSG00000037344	137774676	137774825	-	upstream	-4976	4976	NearestLocation
390	chr5	137894601	137894999	399	*	18	0390	ENSMUSG00000029711	137926961	137927151	-	downstream	32550	31962	NearestLocation
391	chr5	139061401	139061799	399	*	17	0391	ENSMUSG00000058291	139060837	139060989	-	upstream	-412	412	NearestLocation
392	chr5	139334401	139335399	999	*	25	0392	ENSMUSG00000025854	139231037	139232179	+	downstream	103364	102222	NearestLocation
393	chr5	139689401	139690399	999	*	32	0393	ENSMUSG00000036817	139717308	139717441	+	upstream	-27907	26909	NearestLocation
394	chr5	139728601	139729199	599	*	38	0394	ENSMUSG00000025858	139728278	139728573	+	downstream	323	28	NearestLocation
395	chr5	139820401	139820999	599	*	32	0395	ENSMUSG00000045438	139821026	139821079	-	downstream	678	27	NearestLocation
396	chr5	140807801	140808599	799	*	25	0396	ENSMUSG00000029557	140807807	140807852	-	includeFeature	51	6	NearestLocation
397	chr5	143000201	143001599	1399	*	26	0397	ENSMUSG00000074817	143001792	143006030	-	downstream	5829	193	NearestLocation
398	chr5	143582001	143582999	999	*	36	0398	ENSMUSG00000039477	143578951	143579066	-	upstream	-2935	2935	NearestLocation
399	chr5	143765401	143765799	399	*	17	0399	ENSMUSG00000029581	143722022	143722959	+	downstream	43379	42442	NearestLocation
400	chr5	144976601	144977199	599	*	22	0400	ENSMUSG00000066621	144969464	144969508	-	upstream	-7093	7093	NearestLocation
401	chr5	146486801	146487199	399	*	17	0401	ENSMUSG00000075551	146531555	146531712	-	downstream	44911	44356	NearestLocation
402	chr5	146779001	146779399	399	*	19	0402	ENSMUSG00000029630	146821046	146821194	-	downstream	42193	41647	NearestLocation
403	chr5	148901401	148902999	1599	*	33	0403	ENSMUSG00000029651	149076868	149077039	+	upstream	-175467	173869	NearestLocation
404	chr5	149298601	149299799	1199	*	25	0404	ENSMUSG00000001687	149363529	149364364	-	downstream	65763	63730	NearestLocation
405	chr5	149995001	149996599	1599	*	35	0405	ENSMUSG00000041264	149996254	149996382	+	includeFeature	-1253	217	NearestLocation
406	chr5	150192801	150194399	1599	*	30	0406	ENSMUSG00000029659	150214324	150214830	+	upstream	-21523	19925	NearestLocation
407	chr5	150880801	150883199	2399	*	50	0407	ENSMUSG00000053368	150883197	150883262	+	overlapStart	-2396	2	NearestLocation
408	chr6	10633601	10633999	399	*	17	0408	ENSMUSG00000029632	11857324	11857446	-	downstream	1223845	1223325	NearestLocation
409	chr6	15611801	15613399	1599	*	31	0409	ENSMUSG00000041390	15670703	15670963	+	upstream	-58902	57304	NearestLocation
410	chr6	16011401	16013599	2199	*	39	0410	ENSMUSG00000041390	15670703	15670963	+	downstream	340698	340438	NearestLocation
411	chr6	18282001	18282799	799	*	27	0411	ENSMUSG00000041301	18120687	18120876	+	downstream	161314	161125	NearestLocation
412	chr6	18344801	18345199	399	*	26	0412	ENSMUSG00000000416	18464655	18464749	-	downstream	119948	119456	NearestLocation
413	chr6	22536601	22537399	799	*	21	0413	ENSMUSG00000029672	22305995	22306073	-	upstream	-230528	230528	NearestLocation
414	chr6	26936401	26936999	599	*	21	0414	ENSMUSG00000024211	28084299	28084545	-	downstream	1148144	1147300	NearestLocation
415	chr6	29384401	29386199	1799	*	66	0415	ENSMUSG00000068699	29383153	29383813	+	downstream	1248	588	NearestLocation
416	chr6	29581401	29581999	599	*	35	0416	ENSMUSG00000012535	29559366	29559811	-	upstream	-21590	21590	NearestLocation
417	chr6	30693601	30693999	399	*	18	0417	ENSMUSG00000051855	30673547	30673646	+	downstream	20054	19955	NearestLocation
418	chr6	33973401	33973799	399	*	20	0418	ENSMUSG00000056215	33979448	33979753	+	upstream	-6047	5649	NearestLocation
419	chr6	34279001	34279999	999	*	24	0419	ENSMUSG00000001642	34267340	34267497	-	upstream	-11504	11504	NearestLocation
420	chr6	37773801	37774999	1199	*	26	0420	ENSMUSG00000029833	37820811	37821474	+	upstream	-47010	45812	NearestLocation
421	chr6	38484201	38484599	399	*	26	0421	ENSMUSG00000019689	38484823	38485010	+	upstream	-622	224	NearestLocation
422	chr6	40903801	40906999	3199	*	45	0422	ENSMUSG00000063252	40904313	40904352	-	includeFeature	551	512	NearestLocation
423	chr6	41615801	41616399	599	*	20	0423	ENSMUSG00000036899	41630545	41630768	-	downstream	14967	14146	NearestLocation
424	chr6	48394001	48395999	1999	*	62	0424	ENSMUSG00000068551	48395352	48395357	-	includeFeature	1356	642	NearestLocation
425	chr6	48785001	48786599	1599	*	31	0425	ENSMUSG00000029810	48790995	48791373	-	downstream	6372	4396	NearestLocation
426	chr6	49023001	49023599	599	*	33	0426	ENSMUSG00000029815	49023794	49024102	+	upstream	-793	195	NearestLocation
427	chr6	49564401	49565399	999	*	57	0427	ENSMUSG00000029819	49772709	49772800	+	upstream	-208308	207310	NearestLocation
428	chr6	54045601	54046799	1199	*	29	0428	ENSMUSG00000004633	53989567	53990149	+	downstream	56034	55452	NearestLocation
429	chr6	54739601	54739999	399	*	21	0429	ENSMUSG00000058446	54766910	54767466	+	upstream	-27309	26911	NearestLocation
430	chr6	56005601	56005799	199	*	16	0430	ENSMUSG00000002930	55967509	55967569	+	downstream	38092	38032	NearestLocation
431	chr6	57536401	57538599	2199	*	37	0431	ENSMUSG00000029798	57530986	57531226	+	downstream	5415	5175	NearestLocation
432	chr6	61305401	61305799	399	*	22	0432	ENSMUSG00000039578	61130318	61130647	+	downstream	175083	174754	NearestLocation
433	chr6	63343601	63344599	999	*	59	0433	ENSMUSG00000071424	63206000	63206938	+	downstream	137601	136663	NearestLocation
434	chr6	64884801	64885199	399	*	18	0434	ENSMUSG00000029920	64992661	64992955	+	upstream	-107860	107462	NearestLocation
435	chr6	76149201	76149599	399	*	19	0435	ENSMUSG00000072476	76445472	76447778	-	downstream	298577	295873	NearestLocation
436	chr6	82517201	82518199	999	*	23	0436	ENSMUSG00000030042	82602618	82602864	-	downstream	85663	84419	NearestLocation
437	chr6	91974801	91976399	1599	*	31	0437	ENSMUSG00000034037	91928872	91929036	+	downstream	45929	45765	NearestLocation
438	chr6	92198001	92198399	399	*	24	0438	ENSMUSG00000005892	92194542	92194644	-	upstream	-3357	3357	NearestLocation
439	chr6	93862801	93863199	399	*	18	0439	ENSMUSG00000045095	94233004	94233316	-	downstream	370515	369805	NearestLocation
440	chr6	94615001	94615799	799	*	33	0440	ENSMUSG00000030029	94649456	94650152	-	downstream	35151	33657	NearestLocation
441	chr6	97249801	97250199	399	*	17	0441	ENSMUSG00000044086	97202272	97202774	-	upstream	-47027	47027	NearestLocation
442	chr6	98589801	98589999	199	*	14	0442	ENSMUSG00000090667	98292570	98292748	-	upstream	-297053	297053	NearestLocation
443	chr6	101145001	101145199	199	*	14	0443	ENSMUSG00000035357	101327641	101327882	-	downstream	182881	182442	NearestLocation
